address,availability_date,construction_year,floors,current_state,habitable_area,rent,charges,energy_consumption
"1150 WOLUWE-SAINT-PIERRE
    
    |
    
      Adres aanvragen","",1956,8,Uitstekende staat,90 m2,€ 950 /maand,€ 150,""
"Avenue Adolphe Lacomblé 70
    
    | 1030 - Schaarbeek",01/02/2018,"","",Uitstekende staat,90 m2,€ 950 /maand,€ 130,""
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen","","",4,Goede staat,85 m2,€ 950 /maand,€ 90,179 kWu/m2
"Rue Kessels 14
    bus 1
    | 1030 - Schaarbeek",15/01/2018,2012,5,Uitstekende staat,85 m2,€ 950 /maand,€ 85,100 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",1968,7,Uitstekende staat,120 m2,€ 950 /maand,€ 125,259 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",01/05/2018,"",4,Uitstekende staat,96 m2,€ 950 /maand,€ 110,193 kWu/m2
"Rue Gabrielle 99
    
    | 1180 - Ukkel",01/03/2017,1960,4,Goede staat,100 m2,€ 950 /maand,€ 160,242 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen",15/05/2018,"",6,Uitstekende staat,110 m2,€ 950 /maand,€ 200,177 kWu/m2
"Chaussee d'Alsemberg 1104
    
    | 1180 - Ukkel",01/04/2018,2013,3,"",107 m2,€ 950 /maand,"",79 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","",1959,6,Goede staat,90 m2,€ 960 /maand,€ 120,190 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",1996,"",Uitstekende staat,100 m2,€ 950 /maand,€ 150,""
"Place des Bienfaiteurs 25
    
    | 1030 - Schaarbeek",08/04/2018,1904,3,Uitstekende staat,85 m2,€ 950 /maand,€ 65,285 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",5,Goede staat,90 m2,€ 950 /maand,€ 150,""
"Avenue Herbert Hoover 44
    
    | 1200 - St-Lambrechts-Woluwe","","",4,Vernieuwd,100 m2,€ 950 /maand,"",543 kWu/m2
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,95 m2,€ 950 /maand,€ 125,233 kWu/m2
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/07/2018,"",3,"",150 m2,€ 950 /maand,€ 30,""
"","","","","","","","",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,"",90 m2,€ 950 /maand,€ 225,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/07/2018,"","",Uitstekende staat,80 m2,€ 960 /maand,"",""
"1140 Evere
    
    |
    
      Adres aanvragen",01/05/2018,"",5,Uitstekende staat,100 m2,€ 950 /maand,€ 130,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","","",72 m2,€ 950 /maand,€ 150,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen","",2017,"",Uitstekende staat,79 m2,€ 950 /maand,€ 125,""
"","","","","","","","",""
"Avenue Marcel Thiry, 204 
    bus 0
    | 1200 - Woluwé-Saint-Lambert",27/04/2018,2017,8,"",76 m2,€ 950 /maand,€ 170,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",7,"",120 m2,€ 950 /maand,€ 200,""
"Rue Victor Allard 159
    
    | 1180 - Ukkel",01/05/2018,"",3,Goede staat,80 m2,€ 950 /maand,€ 25,150 kWu/m2
"Boulevard de la IIème Armée Britannique 20
    
    | 1190 - Vorst","",2017,"",Uitstekende staat,87 m2,€ 950 /maand,€ 100,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/06/2018,2001,4,Uitstekende staat,96 m2,€ 950 /maand,€ 100,117 kWu/m2
"TERRE NEUVE 40  APT 115 
    bus 0
    | 1000 - Bruxelles  1",31/05/2018,"","","",61 m2,€ 950 /maand,€ 150,215 kWu/m2
"Rue de Verrewinkel 95E
    bus 12
    | 1180 - Ukkel","",2017,2,"",80 m2,€ 950 /maand,€ 110,""
"Avenue des Ortolans 78
    
    | 1170 - Watermaal-Bosvoorde","",1950,3,Uitstekende staat,90 m2,€ 950 /maand,€ 100,169 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen","",2016,6,Uitstekende staat,80 m2,€ 950 /maand,€ 75,""
"1050 Elsene
    
    |
    
      Adres aanvragen","",1936,8,Uitstekende staat,100 m2,€ 950 /maand,€ 150,""
"Rue César Franck 46
    
    | 1050 - Elsene",01/07/2018,"",4,Vernieuwd,84 m2,€ 955 /maand,€ 95,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",6,Goede staat,90 m2,€ 950 /maand,€ 150,523 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,"",2,Vernieuwd,95 m2,€ 950 /maand,"",179 kWu/m2
"Avenue Paul Deschanel 64
    
    | 1030 - Schaarbeek","","","",Vernieuwd,100 m2,€ 950 /maand,€ 20,""
"Boulevard Guillaume Van Haelen 139
    
    | 1190 - Vorst","","",7,Vernieuwd,77 m2,€ 950 /maand,"",148 kWu/m2
"","","","","","","","",""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",3,"",85 m2,€ 950 /maand,€ 75,240 kWu/m2
"Avenue Louis Pierard 74
    
    | 1140 - Evere",01/05/2018,"",3,"",100 m2,€ 950 /maand,"",""
"1050 Elsene
    
    |
    
      Adres aanvragen","",1950,5,Goede staat,90 m2,€ 960 /maand,€ 120,""
"1150 Woluwé-Saint-Pierre
    
    |
    
      Adres aanvragen","","","","",75 m2,€ 950 /maand,€ 150,122 kWu/m2
"RUE ALPHONSE RENARD 42
    
    | 1050 - Elsene",01/07/2018,"",3,Uitstekende staat,100 m2,€ 950 /maand,€ 150,206 kWu/m2
"","","","","","","","",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",15/03/2018,"",4,"",90 m2,€ 950 /maand,€ 110,""
"1030 Bruxelles
    
    |
    
      Adres aanvragen","",1970,4,Uitstekende staat,"",€ 950 /maand,€ 85,66 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","",1962,4,Uitstekende staat,95 m2,€ 950 /maand,€ 100,""
"rue Fernand Neuray 64
    
    | 1050 - Elsene","",1920,"",Vernieuwd,125 m2,€ 950 /maand,€ 60,""
"1030 Bruxelles
    
    |
    
      Adres aanvragen","",1970,4,Uitstekende staat,"",€ 950 /maand,€ 85,66 kWu/m2
"1000 Bruxelles  1
    
    |
    
      Adres aanvragen","","",10,"",98 m2,€ 950 /maand,€ 190,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",1904,4,"",85 m2,€ 950 /maand,€ 65,285 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",3,"",110 m2,€ 950 /maand,€ 30,545 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",19/05/2018,"",3,"",85 m2,€ 950 /maand,€ 200,209 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",30/01/2017,"",6,"","",€ 950 /maand,€ 100,199 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,"",7,"",80 m2,€ 950 /maand,€ 200,146 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/07/2018,"",8,"",75 m2,€ 950 /maand,€ 175,""
"Av.Bourgmester Demunter 15
    
    | 1090 - Jette",01/05/2018,2013,5,Uitstekende staat,85 m2,€ 950 /maand,€ 95,74 kWu/m2
"Barthelemylaan 23
    bus 3
    | 1000 - Brussel","","","",Vernieuwd,110 m2,€ 950 /maand,€ 20,140 kWu/m2
"Limalaan 1
    
    | 1020 - Laeken","",2009,"",Uitstekende staat,90 m2,€ 950 /maand,"",209 kWu/m2
"1020 Laeken
    
    |
    
      Adres aanvragen",01/06/2018,1972,4,Vernieuwd,90 m2,€ 950 /maand,€ 50,193 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/02/2018,2015,4,Uitstekende staat,89 m2,€ 950 /maand,€ 100,80 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen","",1945,"",Uitstekende staat,80 m2,€ 950 /maand,€ 145,140 kWu/m2
"Ernest Cambierlaan 47
    bus 9
    | 1030 - Schaarbeek",01/02/2018,"","","",120 m2,€ 950 /maand,€ 200,""
"avenue des mimosas 9
    bus 1
    | 1150 - St-Pieters-Woluwe",01/03/2018,"","","",78 m2,€ 950 /maand,€ 75,243 kWu/m2
"Avenue Louis Pierard 27
    
    | 1140 - Evere","","",3,"",80 m2,€ 950 /maand,"",343 kWu/m2
"Waterloolaan 96-98
    bus 2
    | 1000 - Brussel",14/05/2018,2003,"",Goede staat,75 m2,€ 950 /maand,€ 250,""
"1000 Brussel
    
    |
    
      Adres aanvragen","",1850,3,Uitstekende staat,80 m2,€ 950 /maand,€ 35,187 kWu/m2
"1090 Jette
    
    |
    
      Adres aanvragen","",2008,6,Uitstekende staat,105 m2,€ 950 /maand,€ 75,104 kWu/m2
"avenue de Tervueren 266
    
    | 1150 - Woluwe-St-Pierre","",1956,7,Goede staat,90 m2,€ 950 /maand,€ 150,""
"rue Botanique 4
    
    | 1210 - St-Joost-ten-Node",01/06/2018,2006,4,"",100 m2,€ 950 /maand,€ 150,188 kWu/m2
"Georges et Jacques Martinstraat 13
    
    | 1150 - SINT-PIETERS-WOLUWE","","",3,"",100 m2,€ 950 /maand,€ 150,319 kWu/m2
"Rue Edith Cavell 232
    
    | 1180 - Ukkel","","","",Vernieuwd,77 m2,€ 950 /maand,€ 200,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",25/04/2018,"",3,"",100 m2,€ 950 /maand,€ 25,224 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/06/2018,"",3,Uitstekende staat,85 m2,€ 950 /maand,€ 60,145 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",2017,"","",87 m2,€ 950 /maand,"",""
"Avenue Paul Deschanel 64
    
    | 1030 - Schaerbeek","","",3,Uitstekende staat,100 m2,€ 950 /maand,€ 20,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",2012,4,Uitstekende staat,67 m2,€ 950 /maand,€ 85,127 kWu/m2
"Rue Général Gratry 42
    
    | 1040 - BRUXELLES","",1930,"",Uitstekende staat,120 m2,€ 950 /maand,€ 50,174 kWu/m2
"Avenue des Cyclistes 4
    
    | 1150 - St-Pieters-Woluwe",01/05/2018,"",3,Uitstekende staat,100 m2,€ 950 /maand,€ 10,100 kWu/m2
"Avenue Molière 73
    bus 4
    | 1190 - Vorst","",1997,6,Uitstekende staat,100 m2,€ 950 /maand,€ 100,258 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",01/08/2017,"",4,Goede staat,80 m2,€ 950 /maand,"",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",08/03/2018,"",3,"",95 m2,€ 950 /maand,"",515 kWu/m2
"avenue du Congo 14
    
    | 1000 - Bruxelles ville","","",9,Goede staat,120 m2,€ 950 /maand,€ 180,""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen","",1950,2,"",83 m2,€ 950 /maand,"",""
"1200 St-Lambrechts-Woluwe
    
    |
    
      Adres aanvragen",01/07/2018,1965,3,Uitstekende staat,81 m2,€ 950 /maand,€ 20,153 kWu/m2
"av lebon 12
    bus 1
    | 1160 - Oudergem","","",3,Vernieuwd,100 m2,€ 950 /maand,€ 150,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",1995,4,Uitstekende staat,100 m2,€ 950 /maand,€ 125,109 kWu/m2
"clos du parnasse 11
    bus 1180
    | 1050 - Elsene","","","",Goede staat,88 m2,€ 950 /maand,€ 250,""
"Adolphe De Brandt 23
    
    | 1140 - Evere",02/06/2018,"",1,Goede staat,80 m2,€ 950 /maand,€ 150,""
"Bd du Souverain 144
    bus 18
    | 1160 - Oudergem",01/05/2018,"",9,Uitstekende staat,72 m2,€ 950 /maand,€ 150,""
"Rue André Fauchille 1A
    
    | 1150 - St-Pieters-Woluwe",02/05/2018,"",6,Goede staat,84 m2,€ 950 /maand,€ 230,""
"1180 UCCLE (CENTRE)
    
    |
    
      Adres aanvragen","","",3,"",90 m2,€ 950 /maand,"",""
"avenue Paul Deschanel 261
    bus 2
    | 1030 - Schaarbeek","",1930,3,"",110 m2,€ 950 /maand,€ 75,""
"Rue de Verrewinkel 95C
    
    | 1180 - Ukkel","",2017,3,"",82 m2,€ 950 /maand,€ 100,329 kWu/m2
"Rue des Héllènes 9
    
    | 1050 - Ixelles",01/05/2018,"",3,Goede staat,60 m2,€ 950 /maand,"",345 kWu/m2
"Avenue Winston Churchill 79
    
    | 1180 - Ukkel","","","",Goede staat,84 m2,€ 960 /maand,€ 180,291 kWu/m2
"","","","","","","","",""
"avenue Armand Huysmans 64
    
    | 1050 - Ixelles","","",5,"",90 m2,€ 960 /maand,€ 120,""
"TOMBERG 215
    
    | 1200 - St-Lambrechts-Woluwe",26/05/2018,"","",Goede staat,75 m2,€ 960 /maand,"",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",5,"",95 m2,€ 950 /maand,€ 85,""
"1050 Elsene
    
    |
    
      Adres aanvragen",24/03/2017,"",7,"",114 m2,€ 950 /maand,€ 160,408 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",01/07/2018,"","",Uitstekende staat,110 m2,€ 950 /maand,€ 25,303 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",02/09/2018,1950,7,"",95 m2,€ 950 /maand,€ 130,350 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,Uitstekende staat,85 m2,€ 950 /maand,€ 250,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",30/04/2018,"",2,"",85 m2,€ 950 /maand,€ 70,207 kWu/m2
"Chaussée de Roodebeek 202
    
    | 1200 - St-Lambrechts-Woluwe","","",3,Uitstekende staat,110 m2,€ 950 /maand,€ 50,125 kWu/m2
"1200 Woluwé-Saint-Lambert
    
    |
    
      Adres aanvragen","",2014,4,"",70 m2,€ 950 /maand,€ 125,86 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","",1978,7,"",90 m2,€ 950 /maand,€ 270,292 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",15/02/2018,"",3,Goede staat,100 m2,€ 950 /maand,€ 25,224 kWu/m2
"avenue Victor Jacobs 24
    
    | 1040 - Etterbeek","","","","",80 m2,€ 950 /maand,€ 90,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",4,Uitstekende staat,80 m2,€ 950 /maand,€ 30,""
"1060 Saint-Gilles
    
    |
    
      Adres aanvragen","","","",Vernieuwd,70 m2,€ 950 /maand,€ 150,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","","","",80 m2,€ 950 /maand,€ 65,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",5,Vernieuwd,90 m2,€ 950 /maand,"",314 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","","","",Goede staat,70 m2,€ 950 /maand,€ 110,""
"1150 St-Pieters-Woluwe
    
    |
    
      Adres aanvragen","","","","",100 m2,€ 950 /maand,"",""
"1140 Evere
    
    |
    
      Adres aanvragen","","",2,"",90 m2,€ 950 /maand,€ 100,""
"Rue Henri Evenepoel 105-129
    
    | 1030 - Schaarbeek",01/03/2018,2012,6,Uitstekende staat,"",€ 950 - € 1.330,"",""
"1050 Elsene
    
    |
    
      Adres aanvragen",15/06/2018,1900,4,Goede staat,85 m2,€ 965 /maand,€ 140,""
"1050 Elsene
    
    |
    
      Adres aanvragen","",1959,6,Goede staat,90 m2,€ 960 /maand,€ 120,190 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",01/07/2018,"",3,Goede staat,80 m2,€ 970 /maand,€ 50,""
"","","","","","","","",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/07/2018,"","",Uitstekende staat,80 m2,€ 960 /maand,"",""
"Rue de la Montagne 52C
    
    | 1000 - Bruxelles","","","","",64 m2,€ 970 /maand,€ 80,280 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","",1950,5,Goede staat,90 m2,€ 960 /maand,€ 120,""
"1000 Bruxelles  1
    
    |
    
      Adres aanvragen","","",6,"",110 m2,€ 970 /maand,€ 135,210 kWu/m2
"","","","","","","","",""
"Brand Whitlocklaan 159
    
    | 1200 - Sint-Lambrechts-Woluwe","","","","",99 m2,€ 970 /maand,"",132 kWu/m2
"Avenue Winston Churchill 79
    
    | 1180 - Ukkel","","","",Goede staat,84 m2,€ 960 /maand,€ 180,291 kWu/m2
"avenue Armand Huysmans 64
    
    | 1050 - Ixelles","","",5,"",90 m2,€ 960 /maand,€ 120,""
"TOMBERG 215
    
    | 1200 - St-Lambrechts-Woluwe",26/05/2018,"","",Goede staat,75 m2,€ 960 /maand,"",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",15/06/2018,"",5,"",100 m2,€ 970 /maand,€ 60,287 kWu/m2
"","","","","","","","",""
"Avenue Marcel Thiry 216
    
    | 1200 - Woluwe-Saint-Lambert",01/07/2018,2015,5,"",85 m2,€ 980 /maand,€ 100,107 kWu/m2
"Rue Henri Evenepoel 105-129
    
    | 1030 - Schaarbeek",01/03/2018,2012,6,Uitstekende staat,"",€ 950 - € 1.330,"",""
"Boulevard Leopold II 194
    bus 2
    | 1000 - Bruxelles",15/04/2018,1960,4,Uitstekende staat,80 m2,€ 975 /maand,€ 175,""
"Boulevard Leopold II 194
    bus 2
    | 1080 - Molenbeek-Saint-Jean",15/04/2018,1960,4,Uitstekende staat,80 m2,€ 975 /maand,€ 175,""
"Boulevard Leopold II 194
    bus 2
    | 1081 - Koekelberg",15/04/2018,1960,4,Uitstekende staat,80 m2,€ 975 /maand,€ 175,""
"Boulevard Leopold II 194
    bus 2
    | 1090 - Jette",15/04/2018,1960,4,Uitstekende staat,80 m2,€ 975 /maand,€ 175,""
"Avenue Marcel Thiry 60/B25
    
    | 1200 - Woluwe-Saint-Lambert","",2004,4,Uitstekende staat,85 m2,€ 975 /maand,€ 130,120 kWu/m2
"Rue Docteur Charles Leemans 29
    bus 2
    | 1082 - St-Agatha-Berchem","",2007,"",Uitstekende staat,120 m2,€ 980 /maand,"",""
"1070 Anderlecht
    
    |
    
      Adres aanvragen",01/06/2018,2012,5,"",110 m2,€ 975 /maand,€ 100,94 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","",2,Goede staat,80 m2,€ 975 /maand,€ 130,723 kWu/m2
"1150 Woluwé-Saint-Pierre
    
    |
    
      Adres aanvragen",01/05/2018,"",3,Goede staat,75 m2,€ 980 /maand,€ 100,1 108 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",01/07/2018,"",3,Goede staat,80 m2,€ 970 /maand,€ 50,""
"1070 Anderlecht
    
    |
    
      Adres aanvragen","",2017,5,"",105 m2,€ 975 /maand,€ 125,""
"Avenue Ariane 4 
    bus 0
    | 1200 - Woluwé-Saint-Lambert",27/04/2018,2016,8,"",84 m2,€ 975 /maand,€ 265,""
"","","","","","","","",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","",5,"",75 m2,€ 975 /maand,€ 75,""
"","","","","","","","",""
"Emile Bockstael laan 23
    bus 2
    | 1020 - Laeken","",1911,4,Goede staat,105 m2,€ 975 /maand,€ 63,215 kWu/m2
"rue des Egyptiens 4
    
    | 1050 - Elsene","",1957,4,Uitstekende staat,86 m2,€ 980 /maand,€ 75,161 kWu/m2
"Rue Leopold Lenders 6
    bus 50
    | 1210 - St-Joost-ten-Node","",2011,4,Uitstekende staat,75 m2,€ 975 /maand,€ 225,318 kWu/m2
"LOUIS ERNOTTESTRAAT 12
    
    | 1170 - Watermaal-Bosvoorde","",1953,1,Uitstekende staat,100 m2,€ 975 /maand,€ 250,345 kWu/m2
"Avenue Edouard de Thibault 17
    
    | 1040 - Etterbeek",01/05/2018,"",5,Uitstekende staat,95 m2,€ 975 /maand,€ 175,""
"Rue de la Montagne 52C
    
    | 1000 - Bruxelles","","","","",64 m2,€ 970 /maand,€ 80,280 kWu/m2
"Rue Camille Lemonnier 78
    
    | 1050 - Elsene","",1960,5,Vernieuwd,100 m2,€ 975 /maand,€ 168,251 kWu/m2
"Rue Picard 36
    
    | 1080 - Molenbeek-Saint-Jean",01/06/2018,"",4,"",133 m2,€ 980 /maand,€ 60,124 kWu/m2
"Avenue Andre Drouart 3
    
    | 1160 - Oudergem",01/06/2018,"",3,Uitstekende staat,87 m2,€ 980 /maand,€ 160,97 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Uitstekende staat,100 m2,€ 975 /maand,€ 175,232 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen",01/03/2018,"",4,Goede staat,100 m2,€ 980 /maand,€ 70,334 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/04/2018,2015,3,"",85 m2,€ 975 /maand,€ 175,80 kWu/m2
"rue des Egyptiens,5 
    bus 0
    | 1050 - Elsene",01/04/2018,"",5,"",95 m2,€ 975 /maand,€ 40,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","","",Goede staat,100 m2,€ 980 /maand,€ 50,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",28/02/2018,"",3,"",73 m2,€ 975 /maand,€ 100,55 kWu/m2
"1000 Bruxelles  1
    
    |
    
      Adres aanvragen","","",6,"",110 m2,€ 970 /maand,€ 135,210 kWu/m2
"Avenue Le Marinel 13
    
    | 1040 - Etterbeek","","",2,Vernieuwd,85 m2,€ 975 /maand,"",723 kWu/m2
"Jef Devosstraat 42/gkv
    
    | 1190 - Vorst","",1940,"",Uitstekende staat,"",€ 980 /maand,"",267 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",28/02/2018,1964,9,Goede staat,116 m2,€ 980 /maand,€ 190,151 kWu/m2
"rue de l'Etang 161
    
    | 1040 - Etterbeek",01/05/2018,1980,1,Uitstekende staat,75 m2,€ 980 /maand,€ 50,""
"Boulevard E. Jacqmain 137
    
    | 1000 - Brussel","",2000,8,Goede staat,70 m2,€ 975 /maand,€ 250,289 kWu/m2
"Boulevard Maria Groeninkx-De May 96
    
    | 1070 - Anderlecht","","",3,Uitstekende staat,82 m2,€ 975 /maand,€ 150,107 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",2017,3,"",70 m2,€ 975 /maand,€ 100,65 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","",1954,5,Uitstekende staat,139 m2,€ 975 /maand,€ 180,168 kWu/m2
"Rue Joseph Wauters 61a
    
    | 1030 - Schaarbeek","",2018,2,Uitstekende staat,90 m2,€ 980 /maand,€ 50,21 kWu/m2
"de Praetere 33
    
    | 1050 - Elsene","",1920,4,Uitstekende staat,90 m2,€ 975 /maand,"",302 kWu/m2
"avenue du Vieux Cornet 8
    bus 1
    | 1180 - Ukkel",01/07/2018,"",1,Vernieuwd,80 m2,€ 970 /maand,"",""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",15/05/2018,"",3,Goede staat,70 m2,€ 980 /maand,€ 100,1 108 kWu/m2
"Boulevard Léopold II 35
    
    | 1080 - Molenbeek-St-Jean","","",5,Goede staat,80 m2,€ 975 /maand,€ 50,""
"Brand Whitlocklaan 159
    
    | 1200 - Sint-Lambrechts-Woluwe","","","","",99 m2,€ 970 /maand,"",132 kWu/m2
"Rond Point de l'Etoile 3
    
    | 1050 - Elsene","","",7,Goede staat,105 m2,€ 980 /maand,€ 280,""
"rue de l'Amazone 18
    
    | 1050 - Elsene","","",4,"",100 m2,€ 980 /maand,"",""
"rue de la Caserne 1
    
    | 1000 - Brussel",27/06/2018,"","","",150 m2,€ 975 /maand,€ 125,""
"75 rue defacqz 75
    bus 28
    | 1060 - St-Gillis","","","","",90 m2,€ 980 /maand,€ 230,""
"rue des Pêcheries 81
    
    | 1170 - Watermaal-Bosvoorde","","",7,"","",€ 980 /maand,€ 110,""
"1180 Uccle
    
    |
    
      Adres aanvragen","",1980,4,Uitstekende staat,118 m2,€ 980 /maand,"",""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/01/2018,1930,2,Goede staat,110 m2,€ 975 /maand,€ 125,""
"rue de la réforme 76
    
    | 1050 - Elsene","","",3,"",87 m2,€ 980 /maand,€ 80,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","",Uitstekende staat,80 m2,€ 980 /maand,€ 80,678 kWu/m2
"1000 Bruxelles ville
    
    |
    
      Adres aanvragen","",2018,6,"",80 m2,€ 975 /maand,€ 115,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",1975,6,"",120 m2,€ 975 /maand,€ 250,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",15/06/2018,"",5,"",100 m2,€ 970 /maand,€ 60,287 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen","","","","",120 m2,€ 980 /maand,€ 200,601 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","","",90 m2,€ 980 /maand,"",""
"Rue de la Duchesse 34
    bus 7
    | 1200 - Sint-Lambrechts-Woluwe",14/03/2018,"",5,Uitstekende staat,100 m2,€ 990 /maand,€ 80,292 kWu/m2
"Rue de la Rive 72
    
    | 1200 - Woluwe-Saint-Lambert",01/06/2018,1972,3,Uitstekende staat,90 m2,€ 990 /maand,€ 260,148 kWu/m2
"Avenue Albertyn 75
    
    | 1200 - Woluwé-Saint-Lambert",01/07/2018,1900,4,Uitstekende staat,130 m2,€ 990 /maand,€ 190,349 kWu/m2
"Avenue Marcel Thiry 216
    
    | 1200 - Woluwe-Saint-Lambert",01/07/2018,2015,5,"",85 m2,€ 980 /maand,€ 100,107 kWu/m2
"Avenue du Diamant 149
    bus 2
    | 1030 - Schaarbeek",01/05/2018,1910,4,Uitstekende staat,110 m2,€ 990 /maand,€ 50,321 kWu/m2
"Avenue Jacques Brel 40
    
    | 1200 - St-Lambrechts-Woluwe","",2001,5,Uitstekende staat,95 m2,€ 990 /maand,€ 120,""
"Rue Jean-Baptiste Labarre 22
    bus x
    | 1180 - Ukkel","",1960,4,Vernieuwd,80 m2,€ 990 /maand,€ 150,184 kWu/m2
"Rue Henri Evenepoel 105-129
    
    | 1030 - Schaarbeek",01/03/2018,2012,6,Uitstekende staat,"",€ 950 - € 1.330,"",""
"Rue de la Duchesse 34
    bus 7
    | 1200 - Sint-Lambrechts-Woluwe",14/03/2018,"","",Uitstekende staat,100 m2,€ 990 /maand,€ 80,292 kWu/m2
"Rue du Frioul 10
    bus x
    | 1140 - Evere",23/02/2018,"",4,Uitstekende staat,91 m2,€ 990 /maand,€ 90,""
"Rue des Poissonniers 8
    
    | 1000 - BRUXELLES","","",5,Goede staat,98 m2,€ 990 /maand,€ 130,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",02/02/2018,"",5,Goede staat,100 m2,€ 990 /maand,€ 170,168 kWu/m2
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"1190 Vorst
    
    |
    
      Adres aanvragen","",1974,7,Uitstekende staat,90 m2,€ 985 /maand,€ 150,148 kWu/m2
"Boulevard Reyers 4
    
    | 1030 - Schaarbeek","","",4,"",105 m2,€ 990 /maand,"",""
"Rue Docteur Charles Leemans 29
    bus 2
    | 1082 - St-Agatha-Berchem","",2007,"",Uitstekende staat,120 m2,€ 980 /maand,"",""
